
Using:

java: 8.0.232-open
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 394,821 ns/op
# Warmup Iteration   2: 365,711 ns/op
# Warmup Iteration   3: 370,511 ns/op
Iteration  32: 892,240 ns/op
Iteration  33: 886,306 ns/op
Iteration  34: 883,704 ns/op
Iteration  35: 887,760 ns/op
Iteration  36: 887,998 ns/op
Iteration  37: 891,642 ns/op
Iteration  38: 889,655 ns/op
Iteration  39: 882,914 ns/op
Iteration  40: 903,333 ns/op
Iteration  41: 897,595 ns/op
Iteration  42: 886,606 ns/op
Iteration  43: 882,758 ns/op
Iteration  44: 896,034 ns/op
Iteration  45: 887,524 ns/op
Iteration  46: 884,986 ns/op
Iteration  47: 883,592 ns/op
Iteration  48: 886,051 ns/op
Iteration  49: 894,753 ns/op
Iteration  50: 884,799 ns/op
Iteration  51: 895,626 ns/op
Iteration  52: 894,906 ns/op
Iteration  53: 893,453 ns/op
Iteration  54: 890,478 ns/op
Iteration  55: 890,780 ns/op
Iteration  56: 910,288 ns/op
Iteration  57: 889,704 ns/op
Iteration  58: 883,695 ns/op
Iteration  59: 884,616 ns/op
Iteration  60: 887,208 ns/op
Iteration  61: 888,787 ns/op
Iteration  62: 883,570 ns/op
Iteration  63: 884,332 ns/op
Iteration  64: 902,142 ns/op
Iteration  65: 892,974 ns/op
Iteration  66: 885,660 ns/op
Iteration  67: 887,230 ns/op
Iteration  68: 892,656 ns/op
Iteration  69: 888,714 ns/op
Iteration  70: 885,252 ns/op
Iteration  71: 883,841 ns/op
Iteration  72: 885,592 ns/op
Iteration  73: 883,545 ns/op
Iteration  74: 889,835 ns/op
Iteration  75: 888,318 ns/op
Iteration  76: 885,201 ns/op
Iteration  77: 884,262 ns/op
Iteration  78: 895,522 ns/op
Iteration  79: 888,197 ns/op
Iteration  80: 903,809 ns/op
Iteration  81: 883,006 ns/op
Iteration  82: 884,567 ns/op
Iteration  83: 887,038 ns/op
Iteration  84: 887,208 ns/op
Iteration  85: 890,782 ns/op
Iteration  86: 888,603 ns/op
Iteration  87: 888,567 ns/op
Iteration  88: 885,488 ns/op
Iteration  89: 883,581 ns/op
Iteration  90: 889,065 ns/op
Iteration  91: 900,173 ns/op
Iteration  92: 894,485 ns/op
Iteration  93: 883,422 ns/op
Iteration  94: 884,674 ns/op
Iteration  95: 884,322 ns/op
Iteration  96: 887,139 ns/op
Iteration  97: 883,423 ns/op
Iteration  98: 884,095 ns/op
Iteration  99: 890,234 ns/op
Iteration 100: 885,106 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  887,642 ±(99.9%) 2,326 ns/op [Average]
  (min, avg, max) = (875,245, 887,642, 910,288), stdev = 6,859
  CI (99.9%): [885,316, 889,968] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)               (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-6.json  avgt  100  887,642 ± 2,326  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1408,408 ns/op
# Warmup Iteration   2: 1339,653 ns/op
# Warmup Iteration   3: 1343,405 ns/op
Iteration   1: 1336,411 ns/op
Iteration   2: 1335,595 ns/op
Iteration   3: 1339,769 ns/op
Iteration   4: 1344,862 ns/op
Iteration   5: 1337,985 ns/op
Iteration   6: 1338,773 ns/op
Iteration   7: 1369,766 ns/op
Iteration   8: 1342,677 ns/op
Iteration   9: 1354,346 ns/op
Iteration  10: 1336,061 ns/op
Iteration  11: 1337,314 ns/op
Iteration  12: 1371,092 ns/op
Iteration  13: 1336,354 ns/op
Iteration  14: 1343,592 ns/op
Iteration  15: 1344,492 ns/op
Iteration  16: 1343,975 ns/op
Iteration  17: 1362,101 ns/op
Iteration  18: 1341,049 ns/op
Iteration  19: 1347,983 ns/op
Iteration  20: 1356,145 ns/op
Iteration  21: 1345,898 ns/op
Iteration  22: 1351,555 ns/op
Iteration  23: 1347,470 ns/op
Iteration  24: 1346,858 ns/op
Iteration  25: 1343,417 ns/op
Iteration  26: 1361,668 ns/op
Iteration  27: 1358,469 ns/op
Iteration  28: 1366,617 ns/op
Iteration  29: 1352,647 ns/op
Iteration  30: 1368,640 ns/op
Iteration  31: 1345,775 ns/op
Iteration  32: 1347,557 ns/op
Iteration  33: 1347,077 ns/op
Iteration  34: 1344,936 ns/op
Iteration  35: 1348,871 ns/op
Iteration  36: 1344,513 ns/op
Iteration  37: 1345,323 ns/op
Iteration  38: 1348,854 ns/op
Iteration  39: 1358,193 ns/op
Iteration  40: 1358,879 ns/op
Iteration  41: 1345,923 ns/op
Iteration  42: 1346,779 ns/op
Iteration  43: 1376,583 ns/op
Iteration  44: 1345,750 ns/op
Iteration  45: 1345,320 ns/op
Iteration  46: 1343,427 ns/op
Iteration  47: 1342,597 ns/op
Iteration  48: 1350,142 ns/op
Iteration  49: 1341,044 ns/op
Iteration  50: 1344,767 ns/op
Iteration  51: 1353,249 ns/op
Iteration  52: 1343,084 ns/op
Iteration  53: 1355,613 ns/op
Iteration  54: 1345,329 ns/op
Iteration  55: 1343,977 ns/op
Iteration  56: 1356,200 ns/op
Iteration  57: 1352,335 ns/op
Iteration  58: 1366,876 ns/op
Iteration  59: 1365,430 ns/op
Iteration  60: 1343,047 ns/op
Iteration  61: 1359,695 ns/op
Iteration  62: 1363,272 ns/op
Iteration  63: 1342,705 ns/op
Iteration  64: 1346,040 ns/op
Iteration  65: 1356,863 ns/op
Iteration  66: 1354,069 ns/op
Iteration  67: 1354,488 ns/op
Iteration  68: 1347,445 ns/op
Iteration  69: 1350,772 ns/op
Iteration  70: 1352,409 ns/op
Iteration  71: 1363,398 ns/op
Iteration  72: 1346,625 ns/op
Iteration  73: 1341,220 ns/op
Iteration  74: 1352,244 ns/op
Iteration  75: 1343,935 ns/op
Iteration  76: 1372,555 ns/op
Iteration  77: 1357,210 ns/op
Iteration  78: 1344,543 ns/op
Iteration  79: 1343,890 ns/op
Iteration  80: 1371,299 ns/op
Iteration  81: 1352,034 ns/op
Iteration  82: 1354,625 ns/op
Iteration  83: 1346,176 ns/op
Iteration  84: 1340,276 ns/op
Iteration  85: 1351,168 ns/op
Iteration  86: 1339,363 ns/op
Iteration  87: 1375,426 ns/op
Iteration  88: 1353,297 ns/op
Iteration  89: 1345,204 ns/op
Iteration  90: 1344,513 ns/op
Iteration  91: 1351,395 ns/op
Iteration  92: 1357,503 ns/op
Iteration  93: 1344,450 ns/op
Iteration  94: 1345,378 ns/op
Iteration  95: 1344,643 ns/op
Iteration  96: 1344,800 ns/op
Iteration  97: 1358,592 ns/op
Iteration  98: 1350,113 ns/op
Iteration  99: 1380,087 ns/op
Iteration 100: 1351,228 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1350,560 ±(99.9%) 3,312 ns/op [Average]
  (min, avg, max) = (1335,595, 1350,560, 1380,087), stdev = 9,765
  CI (99.9%): [1347,248, 1353,872] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-10.json  avgt  100  1350,560 ± 3,312  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 2875,231 ns/op
# Warmup Iteration   2: 2725,156 ns/op
# Warmup Iteration   3: 2761,734 ns/op
Iteration   1: 2773,915 ns/op
Iteration   2: 2744,563 ns/op
Iteration   3: 2763,713 ns/op
Iteration   4: 2745,601 ns/op
Iteration   5: 2753,531 ns/op
Iteration   6: 2748,411 ns/op
Iteration   7: 2750,701 ns/op
Iteration   8: 2744,582 ns/op
Iteration   9: 2761,817 ns/op
Iteration  10: 2762,378 ns/op
Iteration  11: 2749,155 ns/op
Iteration  12: 2752,557 ns/op
Iteration  13: 2747,024 ns/op
Iteration  14: 2737,449 ns/op
Iteration  15: 2736,070 ns/op
Iteration  16: 2739,420 ns/op
Iteration  17: 2755,746 ns/op
Iteration  18: 2771,910 ns/op
Iteration  19: 2743,845 ns/op
Iteration  20: 2738,078 ns/op
Iteration  21: 2732,485 ns/op
Iteration  22: 2745,486 ns/op
Iteration  23: 2733,238 ns/op
Iteration  24: 2737,156 ns/op
Iteration  25: 2743,857 ns/op
Iteration  26: 2737,331 ns/op
Iteration  27: 2739,050 ns/op
Iteration  28: 2734,244 ns/op
Iteration  29: 2748,259 ns/op
Iteration  30: 2734,594 ns/op
Iteration  31: 2735,888 ns/op
Iteration  32: 2736,470 ns/op
Iteration  33: 2747,052 ns/op
Iteration  34: 2736,762 ns/op
Iteration  35: 2741,663 ns/op
Iteration  36: 2735,679 ns/op
Iteration  37: 2748,853 ns/op
Iteration  38: 2748,659 ns/op
Iteration  39: 2772,001 ns/op
Iteration  40: 2744,024 ns/op
Iteration  41: 2745,412 ns/op
Iteration  42: 2735,124 ns/op
Iteration  43: 2742,068 ns/op
Iteration  44: 2733,912 ns/op
Iteration  45: 2750,815 ns/op
Iteration  46: 2735,931 ns/op
Iteration  47: 2742,238 ns/op
Iteration  48: 2742,183 ns/op
Iteration  49: 2734,385 ns/op
Iteration  50: 2745,444 ns/op
Iteration  51: 2734,015 ns/op
Iteration  52: 2769,950 ns/op
Iteration  53: 2749,141 ns/op
Iteration  54: 2752,914 ns/op
Iteration  55: 2737,359 ns/op
Iteration  56: 2752,029 ns/op
Iteration  57: 2748,228 ns/op
Iteration  58: 2732,018 ns/op
Iteration  59: 2754,858 ns/op
Iteration  60: 2748,146 ns/op
Iteration  61: 2746,661 ns/op
Iteration  62: 2749,755 ns/op
Iteration  63: 2738,608 ns/op
Iteration  64: 2734,354 ns/op
Iteration  65: 2755,446 ns/op
Iteration  66: 2755,094 ns/op
Iteration  67: 2755,218 ns/op
Iteration  68: 2730,706 ns/op
Iteration  69: 2781,341 ns/op
Iteration  70: 2740,258 ns/op
Iteration  71: 2763,825 ns/op
Iteration  72: 2752,339 ns/op
Iteration  73: 2740,369 ns/op
Iteration  74: 2732,841 ns/op
Iteration  75: 2752,108 ns/op
Iteration  76: 2752,636 ns/op
Iteration  77: 2738,237 ns/op
Iteration  78: 2739,385 ns/op
Iteration  79: 2733,602 ns/op
Iteration  80: 2737,208 ns/op
Iteration  81: 2731,337 ns/op
Iteration  82: 2733,427 ns/op
Iteration  83: 2742,691 ns/op
Iteration  84: 2746,352 ns/op
Iteration  85: 2738,492 ns/op
Iteration  86: 2754,724 ns/op
Iteration  87: 2737,205 ns/op
Iteration  88: 2736,017 ns/op
Iteration  89: 2735,607 ns/op
Iteration  90: 2750,949 ns/op
Iteration  91: 2736,786 ns/op
Iteration  92: 2749,428 ns/op
Iteration  93: 2735,934 ns/op
Iteration  94: 2732,766 ns/op
Iteration  95: 2747,645 ns/op
Iteration  96: 2735,345 ns/op
Iteration  97: 2730,179 ns/op
Iteration  98: 2733,426 ns/op
Iteration  99: 2749,098 ns/op
Iteration 100: 2741,089 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  2744,679 ±(99.9%) 3,576 ns/op [Average]
  (min, avg, max) = (2730,179, 2744,679, 2781,341), stdev = 10,544
  CI (99.9%): [2741,103, 2748,255] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-20.json  avgt  100  2744,679 ± 3,576  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 415,324 ns/op
# Warmup Iteration   2: 381,830 ns/op
# Warmup Iteration   3: 380,029 ns/op
Iteration   1: 378,166 ns/op
Iteration   2: 378,960 ns/op
Iteration   3: 380,698 ns/op
Iteration   4: 380,134 ns/op
Iteration   5: 381,988 ns/op
Iteration   6: 382,215 ns/op
Iteration   7: 379,907 ns/op
Iteration   8: 378,259 ns/op
Iteration   9: 380,828 ns/op
Iteration  10: 378,334 ns/op
Iteration  11: 379,877 ns/op
Iteration  12: 378,543 ns/op
Iteration  13: 379,457 ns/op
Iteration  14: 379,511 ns/op
Iteration  15: 379,765 ns/op
Iteration  16: 380,833 ns/op
Iteration  17: 379,586 ns/op
Iteration  18: 380,351 ns/op
Iteration  19: 379,506 ns/op
Iteration  20: 381,500 ns/op
Iteration  21: 380,398 ns/op
Iteration  22: 380,298 ns/op
Iteration  23: 382,839 ns/op
Iteration  24: 381,877 ns/op
Iteration  25: 379,463 ns/op
Iteration  26: 386,873 ns/op
Iteration  27: 382,947 ns/op
Iteration  28: 381,094 ns/op
Iteration  29: 384,523 ns/op
Iteration  30: 385,026 ns/op
Iteration  31: 382,694 ns/op
Iteration  32: 381,631 ns/op
Iteration  33: 382,566 ns/op
Iteration  34: 379,616 ns/op
Iteration  35: 380,640 ns/op
Iteration  36: 379,854 ns/op
Iteration  37: 381,269 ns/op
Iteration  38: 382,466 ns/op
Iteration  39: 383,244 ns/op
Iteration  40: 380,770 ns/op
Iteration  41: 379,858 ns/op
Iteration  42: 379,470 ns/op
Iteration  43: 380,331 ns/op
Iteration  44: 379,332 ns/op
Iteration  45: 379,949 ns/op
Iteration  46: 383,771 ns/op
Iteration  47: 383,883 ns/op
Iteration  48: 388,565 ns/op
Iteration  49: 379,635 ns/op
Iteration  50: 383,262 ns/op
Iteration  51: 379,479 ns/op
Iteration  52: 379,681 ns/op
Iteration  53: 381,802 ns/op
Iteration  54: 380,597 ns/op
Iteration  55: 379,554 ns/op
Iteration  56: 379,967 ns/op
Iteration  57: 379,914 ns/op
Iteration  58: 379,793 ns/op
Iteration  59: 380,520 ns/op
Iteration  60: 379,514 ns/op
Iteration  61: 381,592 ns/op
Iteration  62: 382,043 ns/op
Iteration  63: 380,701 ns/op
Iteration  64: 381,628 ns/op
Iteration  65: 379,596 ns/op
Iteration  66: 381,457 ns/op
Iteration  67: 380,591 ns/op
Iteration  68: 390,195 ns/op
Iteration  69: 380,340 ns/op
Iteration  70: 379,029 ns/op
Iteration  71: 380,158 ns/op
Iteration  72: 381,984 ns/op
Iteration  73: 377,209 ns/op
Iteration  74: 378,914 ns/op
Iteration  75: 379,298 ns/op
Iteration  76: 382,689 ns/op
Iteration  77: 383,449 ns/op
Iteration  78: 381,300 ns/op
Iteration  79: 381,502 ns/op
Iteration  80: 378,851 ns/op
Iteration  81: 379,438 ns/op
Iteration  82: 380,345 ns/op
Iteration  83: 382,071 ns/op
Iteration  84: 381,158 ns/op
Iteration  85: 379,231 ns/op
Iteration  86: 379,757 ns/op
Iteration  87: 379,906 ns/op
Iteration  88: 379,058 ns/op
Iteration  89: 379,396 ns/op
Iteration  90: 383,259 ns/op
Iteration  91: 382,126 ns/op
Iteration  92: 379,548 ns/op
Iteration  93: 378,781 ns/op
Iteration  94: 379,924 ns/op
Iteration  95: 380,922 ns/op
Iteration  96: 382,201 ns/op
Iteration  97: 379,282 ns/op
Iteration  98: 379,367 ns/op
Iteration  99: 377,835 ns/op
Iteration 100: 379,257 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  380,828 ±(99.9%) 0,698 ns/op [Average]
  (min, avg, max) = (377,209, 380,828, 390,195), stdev = 2,059
  CI (99.9%): [380,129, 381,526] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)           (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-2.json  avgt  100  380,828 ± 0,698  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-6.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 915,668 ns/op
# Warmup Iteration   2: 838,053 ns/op
# Warmup Iteration   3: 845,047 ns/op
Iteration   1: 847,124 ns/op
Iteration   2: 846,890 ns/op
Iteration   3: 848,913 ns/op
Iteration   4: 851,207 ns/op
Iteration   5: 847,914 ns/op
Iteration   6: 851,414 ns/op
Iteration   7: 843,139 ns/op
Iteration   8: 843,009 ns/op
Iteration   9: 847,698 ns/op
Iteration  10: 842,650 ns/op
Iteration  11: 845,764 ns/op
Iteration  12: 843,255 ns/op
Iteration  13: 847,037 ns/op
Iteration  14: 857,635 ns/op
Iteration  15: 844,435 ns/op
Iteration  16: 844,678 ns/op
Iteration  17: 845,004 ns/op
Iteration  18: 847,025 ns/op
Iteration  19: 848,659 ns/op
Iteration  20: 845,660 ns/op
Iteration  21: 854,721 ns/op
Iteration  22: 849,926 ns/op
Iteration  23: 850,919 ns/op
Iteration  24: 843,584 ns/op
Iteration  25: 843,892 ns/op
Iteration  26: 845,499 ns/op
Iteration  27: 842,475 ns/op
Iteration  28: 847,006 ns/op
Iteration  29: 847,156 ns/op
Iteration  30: 842,425 ns/op
Iteration  31: 844,469 ns/op
Iteration  32: 843,720 ns/op
Iteration  33: 845,760 ns/op
Iteration  34: 846,135 ns/op
Iteration  35: 844,993 ns/op
Iteration  36: 844,534 ns/op
Iteration  37: 843,008 ns/op
Iteration  38: 843,715 ns/op
Iteration  39: 852,927 ns/op
Iteration  40: 850,971 ns/op
Iteration  41: 846,145 ns/op
Iteration  42: 847,466 ns/op
Iteration  43: 848,191 ns/op
Iteration  44: 859,571 ns/op
Iteration  45: 852,851 ns/op
Iteration  46: 844,860 ns/op
Iteration  47: 842,394 ns/op
Iteration  48: 843,554 ns/op
Iteration  49: 847,909 ns/op
Iteration  50: 844,893 ns/op
Iteration  51: 856,525 ns/op
Iteration  52: 845,957 ns/op
Iteration  53: 844,889 ns/op
Iteration  54: 846,548 ns/op
Iteration  55: 847,004 ns/op
Iteration  56: 844,673 ns/op
Iteration  57: 845,473 ns/op
Iteration  58: 850,497 ns/op
Iteration  59: 851,817 ns/op
Iteration  60: 845,327 ns/op
Iteration  61: 844,150 ns/op
Iteration  62: 847,515 ns/op
Iteration  63: 849,516 ns/op
Iteration  64: 846,175 ns/op
Iteration  65: 841,974 ns/op
Iteration  66: 849,432 ns/op
Iteration  67: 844,633 ns/op
Iteration  68: 857,875 ns/op
Iteration  69: 843,847 ns/op
Iteration  70: 846,040 ns/op
Iteration  71: 850,018 ns/op
Iteration  72: 847,494 ns/op
Iteration  73: 846,503 ns/op
Iteration  74: 855,310 ns/op
Iteration  75: 847,943 ns/op
Iteration  76: 847,264 ns/op
Iteration  77: 847,766 ns/op
Iteration  78: 843,105 ns/op
Iteration  79: 843,222 ns/op
Iteration  80: 844,371 ns/op
Iteration  81: 847,688 ns/op
Iteration  82: 844,097 ns/op
Iteration  83: 845,276 ns/op
Iteration  84: 859,363 ns/op
Iteration  85: 844,779 ns/op
Iteration  86: 843,675 ns/op
Iteration  87: 843,428 ns/op
Iteration  88: 847,378 ns/op
Iteration  89: 849,607 ns/op
Iteration  90: 845,113 ns/op
Iteration  91: 844,586 ns/op
Iteration  92: 843,601 ns/op
Iteration  93: 844,191 ns/op
Iteration  94: 843,297 ns/op
Iteration  95: 848,864 ns/op
Iteration  96: 860,057 ns/op
Iteration  97: 844,238 ns/op
Iteration  98: 845,548 ns/op
Iteration  99: 843,303 ns/op
Iteration 100: 853,904 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  847,096 ±(99.9%) 1,390 ns/op [Average]
  (min, avg, max) = (841,974, 847,096, 860,057), stdev = 4,097
  CI (99.9%): [845,707, 848,486] (assumes normal distribution)


# Run complete. Total time: 00:02:10
